將	丩丆{炙上}寸 [ xl s qy gy ]
專	{惠上}寸 [ du gy ]
尉	尸示寸 [ vt ji gy ]
尊	丷酉寸 [ u dk gy ]
尋	彐工口寸 [ vh jl b gy ]
尌	士口䒑寸 [ j b uk gy ]
對	业⺷寸 [ nu uh gy ]
導	辶䒑自寸 [ p uk rm gy ]
小	小 [ iw ]
尐	小乀 [ iw y ]
少	小丿 [ iw t ]
尒	人小 [ wg iw ]
尓	𠂉小 [ tk iw ]
尔	尔 [ qi ]
尕	乃小 [ cp iw ]
尖	小大 [ iw sy ]
尗	⺊一小 [ lg k iw ]
尘	小土 [ iw j ]
尙	小冂口 [ iw m b ]
尚	⺌冂口 [ iw m b ]
尛	小小小 [ iw iw iw ]
尜	小大小 [ iw sy iw ]
尝	龸二厶 [ ip jg xy ]
尞	大丷日小 [ sy u n iw ]
尟	日一龰小丿 [ n k ll iw t ]
尠	其㇗小丿 [ fh x iw t ]
尡	⺌兀日匕匕 [ iw sx n x x ]
尢	尢 [ sx ]
尣	八儿 [ w qg ]
尤	尤 [ sx ]
尥	尢勺 [ sx qy ]
尦	八儿勺 [ w qg qy ]
尧	{戈}兀 [ at sx ]
尨	尤彡 [ sx e ]
尩	八儿王 [ w qg h ]
尪	尢王 [ sx h ]
尫	兀王 [ sx h ]
尬	尢人{介下} [ sx wg r ]
尭	十艹兀 [ fg f sx ]
尮	尢乃木 [ sx cp d ]
尯	尢⺈厂㔾 [ sx qv s c ]
尰	尢丿一日土 [ sx t k n j ]
就	亠口小尤 [ y b iw sx ]
尲	尢兼 [ sx uw ]
尳	尢骨 [ sx mp ]
尴	尢〢𠂉丶皿 [ sx ng tk y mn ]
尵	尢口丨一貝 [ sx b l k mw ]
尶	兀臣𠂉丶皿 [ sx a tk y mn ]
尷	尢臣𠂉丶皿 [ sx a tk y mn ]
尸	尸 [ vt ]
尹	彐丿 [ vh t ]
尺	尸㇏ [ vt y ]
尻	尸九 [ vt qt ]
尼	尸匕 [ vt x ]
尽	尸㇏⺀ [ vt y u ]
尾	尸毛 [ vt ta ]
尿	尸水 [ vt io ]
局	尸㇆口 [ vt c b ]
屁	尸匕匕 [ vt x x ]
层	尸二厶 [ vt jg xy ]
屃	尸贝 [ vt mw ]
屄	尸穴 [ vt pw ]
居	尸古 [ vt fb ]
屆	尸土凵 [ vt j xl ]
屇	尸田 [ vt nb ]
屈	尸出 [ vt mm ]
屉	尸廿㇗ [ vt fk x ]
届	尸由 [ vt no ]
屋	尸至 [ vt aj ]
屌	尸口巾 [ vt b ml ]
屍	尸歹匕 [ vt kq x ]
屎	尸米 [ vt ud ]
屏	尸䒑廾 [ vt uk f ]
屐	尸彳十又 [ vt eg fg vy ]
屑	尸⺌月 [ vt iw q ]
屒	尸辰 [ vt sj ]
屓	尸貝 [ vt mw ]
屔	斤一尸匕 [ ek k vt x ]
展	尸龷{丧下} [ vt fk q ]
屖	尸辛 [ vt yf ]
屗	尸毛寸 [ vt ta gy ]
屘	尸毛子 [ vt ta ck ]
屙	尸阝丁口 [ vt c kl b ]
屚	尸雨 [ vt do ]
屛	尸丿一ナ丿干 [ vt t k s t fl ]
屜	尸彳廿㇗ [ vt eg fk x ]
屝	尸非 [ vt nf ]
属	尸丿口冂丨一丶 [ vt t b m l k y ]
屟	尸廿㇗木 [ vt fk x d ]
屠	尸者 [ vt jn ]
屡	尸米女 [ vt ud xk ]
屢	尸{婁上}女 [ vt ud xk ]
屣	尸彳止龰 [ vt eg ll ll ]
層	尸丷{曾中}日 [ vt u mn n ]
履	尸彳𠂉日夂 [ vt eg tk n tw ]
屦	尸彳米女 [ vt eg ud xk ]
屧	尸彳廿㇗木 [ vt eg fk x d ]
屨	尸彳{婁上}女 [ vt eg ud xk ]
屩	尸彳丿大口冂口 [ vt eg t sy b m b ]
屪	尸宀大丷日小 [ vt pg sy u n iw ]
屫	尸丩丆丿大口冂口 [ vt xl s t sy b m b ]
屬	尸氺罒勹虫 [ vt io mn q l ]
屭	尸貝貝貝 [ vt mw mw mw ]
屮	屮 [ xl ]
屯	一凵乚 [ k xl x ]
屰	䒑屮 [ uk xl ]
山	山 [ mx ]
屲	丿山 [ t mx ]
屳	丿㇏山 [ t y mx ]
屴	山力 [ mx ct ]
屵	山厂 [ mx s ]
屶	山刀 [ mx co ]
屷	山乃 [ mx cp ]
屸	山工 [ mx jl ]
屹	山𠂉乙 [ mx tk cg ]
屺	山己 [ mx vk ]
屻	山刀丶 [ mx co y ]
屼	山兀 [ mx sx ]
屽	山干 [ mx fl ]
屾	山山 [ mx mx ]
屿	山与 [ mx kx ]
岀	山山 [ mx mx ]
岁	山夕 [ mx qy ]
岂	山己 [ mx vk ]
岃	山刀丶 [ mx co y ]
岄	山月 [ mx q ]
岅	山⺁又 [ mx e vy ]
岆	山丿大 [ mx t sy ]
岇	山{卬左}卩 [ mx q c ]
岈	山牙 [ mx al ]
岉	山勹{丿丿} [ mx q e ]
岊	巴山 [ vn mx ]
岋	山乃㇏ [ mx cp y ]
岌	山乃㇏ [ mx cp y ]
岍	山一廾 [ mx k f ]
岎	山八刀 [ mx w co ]
岏	山二儿 [ mx jg qg ]
岐	山十又 [ mx fg vy ]
岑	山人丶㇇ [ mx wg y v ]
岒	山人丶㇇ [ mx wg y v ]
岓	山斤 [ mx ek ]
岔	八刀山 [ w co mx ]
岕	山人{介下} [ mx wg r ]
岖	山匚㐅 [ mx a wy ]
岗	山冈 [ mx m ]
岘	山冂儿 [ mx m qg ]
岙	丿大山 [ t sy mx ]
岚	山几㐅 [ mx mg wy ]
岛	{鸟上}山 [ qx mx ]
岜	山巴 [ mx vn ]
岝	山𠂉{乍下} [ mx tk lg ]
岞	山𠂉{乍下} [ mx tk lg ]
岟	山冂大 [ mx m sy ]
岠	山匚コ [ mx a v ]
岡	冂䒑山 [ m uk mx ]
岢	山丁口 [ mx kl b ]
岣	山句 [ mx qb ]
岤	山穴 [ mx pw ]
岥	山皮 [ mx vv ]
岦	山立 [ mx yu ]
岧	山刀口 [ mx co b ]
岨	山且 [ mx mh ]
岩	山石 [ mx s ]
岪	山弓{介下} [ mx vx r ]
岫	山由 [ mx no ]
岬	山甲 [ mx np ]
岭	山令 [ mx wp ]
岮	山宀匕 [ mx pg x ]
岯	山不一 [ mx sl k ]
岰	山㇜厶力 [ mx x xy ct ]
岱	亻弋山 [ r ay mx ]
岲	山口儿 [ mx b qg ]
岳	斤一山 [ ek k mx ]
岴	山斤一 [ mx ek k ]
岵	山古 [ mx fb ]
岶	山白 [ mx rn ]
岷	山巳七 [ mx vp ag ]
岸	山厂干 [ mx s fl ]
岹	山刀口 [ mx co b ]
岺	山令 [ mx wp ]
岻	山{卬左}七丶 [ mx q ag y ]
岼	山一{伞下} [ mx k uk ]
岽	山七小 [ mx ag iw ]
岾	山⺊口 [ mx lg b ]
岿	山{归左}彐 [ mx ng vh ]
峀	山由 [ mx no ]
峁	山{卬左}丿卩 [ mx q t c ]
峂	山夂⺀ [ mx tw u ]
峃	⺍冖山 [ i pp mx ]
峄	山又キ [ mx vy jl ]
峅	山厶廾 [ mx xy f ]
峆	山合 [ mx wb ]
峇	山合 [ mx wb ]
峈	山各 [ mx tb ]
峉	山各 [ mx tb ]
峊	丿㠯山 [ t v mx ]
峋	山勹日 [ mx q n ]
峌	山至 [ mx aj ]
峍	山聿 [ mx vl ]
峎	山艮 [ mx vq ]
峏	山而 [ mx sm ]
峐	山亠{亥中}人 [ mx y xt wg ]
峑	山人王 [ mx wg h ]
峒	山冂一口 [ mx m k b ]
峓	山一弓人 [ mx k vx wg ]
峔	山耂匕 [ mx jt x ]
峕	山亠日 [ mx y n ]
峖	山宀女 [ mx pg xk ]
峗	山⺈厂㔾 [ mx qv s c ]
峘	山一日一 [ mx k n k ]
峙	山土寸 [ mx j gy ]
峚	山大土 [ mx sy j ]
峛	山歹刂 [ mx kq ng ]
峜	山人止 [ mx wg ll ]
峝	山冂一口 [ mx m k b ]
峞	山⺈厂㔾 [ mx qv s c ]
峟	山ナ月 [ mx s q ]
峠	山⺊二卜 [ mx lg jg lg ]
峡	山一丷大 [ mx k u sy ]
峢	山歹刂 [ mx kq ng ]
峣	山{戈}兀 [ mx at sx ]
峤	山丿大{介下} [ mx t sy r ]
峥	山⺈彐亅 [ mx qv vh l ]
峦	亠{亦下}山 [ y wr mx ]
峧	山亠八乂 [ mx y w wy ]
峨	山手戈 [ mx tg at ]
峩	山手戈 [ mx tg at ]
峪	山八人口 [ mx w wg b ]
峫	山牙阝 [ mx al c ]
峬	山甫 [ mx du ]
峭	山⺌月 [ mx iw q ]
峮	山彐丿口 [ mx vh t b ]
峯	山夂丰 [ mx tw hl ]
峰	山夂丰 [ mx tw hl ]
峱	犭丑山 [ e vf mx ]
峲	山禾刂 [ mx td ng ]
峳	山亻丨攵 [ mx r l tw ]
峴	山目儿 [ mx m qg ]
峵	山宀ナ厶 [ mx pg s xy ]
島	{鳥上}山 [ qx mx ]
峷	山辛 [ mx yf ]
峸	山戊㇆ [ mx at c ]
峹	余山 [ wt mx ]
峺	山一日乂 [ mx k n wy ]
峻	山厶八夂 [ mx xy w tw ]
峼	山告 [ mx tj ]
峽	山大人人 [ mx sy wg wg ]
峾	氵斤山 [ i ek mx ]
峿	山一{五下}口 [ mx k v b ]
崀	山良 [ mx yv ]
崁	山土欠 [ mx j qw ]
崂	山艹冖力 [ mx f pp ct ]
崃	山一米 [ mx k ud ]
崄	山亼{佥下} [ mx wk ik ]
崅	山角 [ mx qm ]
崆	山穴工 [ mx pw jl ]
崇	山宀示 [ mx pg ji ]
崈	宀示山 [ pg ji mx ]
崉	山水日 [ mx io n ]
崊	山木木 [ mx d d ]
崋	山一艹キ [ mx k f jl ]
崌	山尸古 [ mx vt fb ]
崍	山木人人 [ mx d wg wg ]
崎	山大丁口 [ mx sy kl b ]
崏	山{卬左}七日 [ mx q ag n ]
崐	山日匕匕 [ mx n x x ]
崑	山日匕匕 [ mx n x x ]
崒	山亠人人十 [ mx y wg wg fg ]
崓	山囗古 [ mx bg fb ]
崔	山隹 [ mx rl ]
崕	山厂土土 [ mx s j j ]
崖	山厂土土 [ mx s j j ]
崗	山冂䒑山 [ mx m uk mx ]
崘	山亼冂卄 [ mx wk m f ]
崙	山亼冂卄 [ mx wk m f ]
崚	山土八夂 [ mx j w tw ]
崛	山尸出 [ mx vt mm ]
崜	山丿十龷一 [ mx t fg fk k ]
崝	山青 [ mx hq ]
崞	山亠口子 [ mx y b ck ]
崟	山金 [ mx w ]
崠	山一日小 [ mx k n iw ]
崡	山乛氺凵 [ mx v io xl ]
崢	山爫彐亅 [ mx w vh l ]
崣	山禾女 [ mx td xk ]
崤	山㐅ナ月 [ mx wy s q ]
崥	山{卑上}十 [ mx rb fg ]
崦	山大日乚 [ mx sy n x ]
崧	山木八厶 [ mx d w xy ]
崨	山一彐龰 [ mx k vh ll ]
崩	山月月 [ mx q q ]
崪	山亠人人十 [ mx y wg wg fg ]
崫	山尸出 [ mx vt mm ]
崬	山一日小 [ mx k n iw ]
崭	山车斤 [ mx af ek ]
崮	山囗古 [ mx bg fb ]
崯	山金 [ mx w ]
崰	山巛田 [ mx xg nb ]
崱	山貝刂 [ mx mw ng ]
崲	山白王 [ mx rn h ]
崳	山亼月刂 [ mx wk q ng ]
崴	山戊一女 [ mx at k xk ]
崵	山日一勹{丿丿} [ mx n k q e ]
崶	山土土寸 [ mx j j gy ]
崷	山丷酉 [ mx u dk ]
崸	山頁 [ mx sw ]
崹	山{立上}冖巾 [ mx yu pp ml ]
崺	山方𠂉也 [ mx yc tk cl ]
崻	山彳土寸 [ mx eg j gy ]
崼	山日一龰 [ mx n k ll ]
崽	山田心 [ mx nb pu ]
崾	山覀女 [ mx dg xk ]
崿	山口口二㇉ [ mx b b jg x ]
嵀	山木丶王 [ mx d y h ]
嵁	山其㇗ [ mx fh x ]
嵂	山彳聿 [ mx eg vl ]
嵃	山{立上}厂彡 [ mx yu s e ]
嵄	山⺷大 [ mx uh sy ]
嵅	山戊一口 [ mx at k b ]
嵆	禾尤山 [ td sx mx ]
嵇	禾尤山 [ td sx mx ]
嵈	山爫一ナ又 [ mx w k s vy ]
嵉	山亠口冖丁 [ mx y b pp kl ]
嵊	山禾北 [ mx td ux ]
嵋	山{声下}目 [ mx vt m ]
嵌	山甘欠 [ mx fj qw ]
嵍	予丿攵山 [ vc t tw mx ]
嵎	山日冂丨一丶 [ mx n m l k y ]
嵏	山㐅凵八夂 [ mx wy xl w tw ]
嵐	山几丿虫 [ mx mg t l ]
嵑	山日勹㇗人 [ mx n q x wg ]
嵒	口口口山 [ b b b mx ]
嵓	山口口口 [ mx b b b ]
嵔	山田一{丧下} [ mx nb k q ]
嵕	山㐅凵八夂 [ mx wy xl w tw ]
嵖	山木日一 [ mx d n k ]
嵗	山戊一{步中}丿 [ mx at k iw t ]
嵘	山艹冖木 [ mx f pp d ]
嵙	山禾⺀十 [ mx td u fg ]
嵚	山钅欠 [ mx w qw ]
嵛	山亼月刂 [ mx wk q ng ]
嵜	山{立上}丁口 [ mx yu kl b ]
嵝	山米女 [ mx ud xk ]
嵞	余山山 [ wt mx mx ]
嵟	山厂隹 [ mx s rl ]
嵠	山爫㇜厶大 [ mx w x xy sy ]
嵡	山八厶羽 [ mx w xy cc ]
嵢	山人丶尸一口 [ mx wg y vt k b ]
嵣	山广彐丨口 [ mx ys vh l b ]
嵤	火火冖山 [ ow ow pp mx ]
嵥	山夕㐄木 [ mx qy tj d ]
嵦	山山一口䒑 [ mx mx k b uk ]
嵧	山{留左上}刀田 [ mx q co nb ]
嵨	山烏 [ mx qo ]
嵩	山亠口冂口 [ mx y b m b ]
嵪	山亠口冂口 [ mx y b m b ]
嵫	山䒑㇜厶㇜厶 [ mx uk x xy x xy ]
嵬	山鬼 [ mx rb ]
嵭	山{立上}冖方 [ mx yu pp yc ]
嵮	山十{具上}八 [ mx fg mh w ]
嵯	山⺶工 [ mx uh jl ]
嵰	山兼 [ mx uw ]
嵱	山穴人口 [ mx pw wg b ]
嵲	山自木 [ mx rm d ]
嵳	山⺶工 [ mx uh jl ]
嵴	山{軣下}人月 [ mx o wg q ]
嵵	山日土寸 [ mx n j gy ]
嵶	山弓冫弓冫 [ mx vx u vx u ]
嵷	山彳人人龰 [ mx eg wg wg ll ]
嵸	山彳人人龰 [ mx eg wg wg ll ]
嵹	山弓口虫 [ mx vx b l ]
嵺	山羽人彡 [ mx cc wg e ]
嵻	山广彐氺 [ mx ys vh io ]
嵼	山{立上}厂生 [ mx yu s th ]
嵽	山廿儿冖巾 [ mx fk qg pp ml ]
嵾	山厶厶厶人彡 [ mx xy xy xy wg e ]
嵿	山丁頁 [ mx kl sw ]
嶀	山雨二㇉ [ mx do jg x ]
嶁	山{婁上}女 [ mx ud xk ]
嶂	山音十 [ mx yn fg ]
嶃	山車斤 [ mx af ek ]
嶄	山車斤 [ mx af ek ]
嶅	{敖左}攵山 [ hc tw mx ]
嶆	山一冂龷日 [ mx k m fk n ]
嶇	山匚口口口 [ mx a b b b ]
嶈	山丩丆{炙上}寸 [ mx xl s qy gy ]
嶉	山口隹 [ mx b rl ]
嶊	山扌隹 [ mx g rl ]
嶋	山鳥 [ mx qx ]
嶌	山鳥 [ mx qx ]
嶍	山羽白 [ mx cc rn ]
嶎	山尸示寸 [ mx vt ji gy ]
嶏	山厂酉己 [ mx s dk vk ]
嶐	山阝夂一生 [ mx c tw k th ]
嶑	山⺈口{豕下} [ mx qv b se ]
嶒	山丷{曾中}日 [ mx u mn n ]
嶓	山番 [ mx wn ]
嶔	山金欠 [ mx w qw ]
嶕	山隹灬 [ mx rl ow ]
嶖	山合羽 [ mx wb cc ]
嶗	山火火冖力 [ mx ow ow pp ct ]
嶘	山木戈戈 [ mx d at at ]
嶙	山米夕㐄 [ mx ud qy tj ]
嶚	山大丷日小 [ mx sy u n iw ]
嶛	山大丷日小 [ mx sy u n iw ]
嶜	山匚儿匚儿日 [ mx a qg a qg n ]
嶝	山癶一口䒑 [ mx vy k b uk ]
嶞	阝ナ工月山 [ c s jl q mx ]
嶟	山丷酉寸 [ mx u dk gy ]
嶠	山丿大口冂口 [ mx t sy b m b ]
嶡	山厂䒑屮欠 [ mx s uk xl qw ]
嶢	山土土土兀 [ mx j j j sx ]
嶣	山隹灬 [ mx rl ow ]
嶤	山土土土兀 [ mx j j j sx ]
嶥	山厂䒑屮欠 [ mx s uk xl qw ]
嶦	山⺈厂八言 [ mx qv s w y ]
嶧	山罒土{幸下} [ mx mn j uj ]
嶨	{𦥑}㐅乂冖山 [ rj wy wy pp mx ]
嶩	山冂龷辰 [ mx m fk sj ]
嶪	山业{業下} [ mx nu uh ]
嶫	山业{業下} [ mx nu uh ]
嶬	山⺷手戈 [ mx uh tg at ]
嶭	山丿㠯辛 [ mx t v yf ]
嶮	山亼口口人人 [ mx wk b b wg wg ]
嶯	山口耳戈 [ mx b hd at ]
嶰	山角刀牛 [ mx qm co tl ]
嶱	山艹日勹㇗人 [ mx f n q x wg ]
嶲	山隹丨㇅丨㇆ [ mx rl l c l c ]
嶳	山豕土土 [ mx se j j ]
嶴	{向框}米大山 [ rm ud sy mx ]
嶵	山罒非 [ mx mn nf ]
嶶	山彳山一几攵 [ mx eg mx k mg tw ]
嶷	山匕矢龴疋 [ mx x ts vy vl ]
嶸	山火火冖木 [ mx ow ow pp d ]
嶹	山士乛工一口寸 [ mx j v jl k b gy ]
嶺	山令頁 [ mx wp sw ]
嶻	山𢦏隹 [ mx fa rl ]
嶼	山{舆框}一㇞丨八 [ mx rj k x l w ]
嶽	山犭言犬 [ mx e y su ]
嶾	山爫工彐心 [ mx w jl vh pu ]
嶿	山雨而 [ mx do sm ]
巀	山小隹戈 [ mx iw rl at ]
巁	山厂艹日冂丨一丶 [ mx s f n m l k y ]
巂	山隹冂八口 [ mx rl m w b ]
巃	山龍 [ mx st ]
巄	山龍 [ mx st ]
巅	山十{具上}八页 [ mx fg mh w sw ]
巆	山火火冖口口 [ mx ow ow pp b b ]
巇	山虍一口䒑戈 [ mx la k b uk at ]
巈	山革勹米 [ mx ff q ud ]
巉	山⺈口匕匕⺈口儿丶 [ mx qv b x x qv b qg y ]
巊	山貝貝女 [ mx mw mw xk ]
巋	山丿㠯止彐冖巾 [ mx t v ll vh pp ml ]
巌	山⺍厂乛耳攵 [ mx i s v hd tw ]
巍	山禾女鬼 [ mx td xk rb ]
巎	山一止自巳八夂 [ mx k ll rm vp w tw ]
巏	山艹口口隹 [ mx f b b rl ]
巐	山亠口冂口日丿廾 [ mx y b m b n t f ]
巑	山⺧儿⺧儿貝 [ mx tj qg tj qg mw ]
巒	糸言糸山 [ x y x mx ]
巓	山匕㇗目八頁 [ mx x x m w sw ]
巔	山十{具上}八頁 [ mx fg mh w sw ]
巕	山䒑丿㠯辛女 [ mx uk t v yf xk ]
巖	山口口厂乛耳攵 [ mx b b s v hd tw ]
巗	山口口厂乛耳攵 [ mx b b s v hd tw ]
巘	山虍一口冂{䒑丨}犬 [ mx la k b m uk su ]
巙	山䒑止自巳八夂 [ mx uk ll rm vp w tw ]
巚	山虍一口冂{䒑丨}犬 [ mx la k b m uk su ]
巛	巛 [ xg ]
巜	巜 [ xg ]
川	川 [ r ]
州	⺍川 [ i r ]
巟	亡{巟下} [ ya r ]
巠	一巛工 [ k xg jl ]
巡	辶巛 [ p xg ]
巢	巛日木 [ xg n d ]
巣	⺍日木 [ i n d ]
巤	巛囗㐅{鼠下} [ xg bg wy xg ]
工	工 [ jl ]
左	ナ工 [ s jl ]
巧	工一㇉ [ jl k x ]
巨	匚コ [ a v ]
巩	工几丶 [ jl mg y ]
巪	匚コ㇕ [ a v v ]
巫	工人人 [ jl wg wg ]
巬	工几二人 [ jl mg jg wg ]
巭	工力二人 [ jl ct jg wg ]
差	⺶工 [ uh jl ]
巯	{经右}亠厶{巟下} [ vj y xy r ]
巰	一巛工亠厶{巟下} [ k xg jl y xy r ]
己	己 [ vk ]
已	已 [ vo ]
巳	巳 [ vp ]
巴	巴 [ vn ]
巵	⺁一巴 [ e k vn ]
巶	刀口巳 [ co b vp ]
巷	龷八巳 [ fk w vp ]
巸	{臣}巳 [ a vp ]
巹	乛水一己 [ v io k vk ]
巺	巳巳一八 [ vp vp k w ]
巻	龹己 [ uj vk ]
巼	巴口𠤎 [ vn b x ]
巽	巳巳龷八 [ vp vp fk w ]
巾	巾 [ ml ]
巿	一巾 [ k ml ]
帀	一巾 [ k ml ]
币	丿巾 [ t ml ]
市	亠巾 [ y ml ]
布	ナ巾 [ s ml ]
帄	巾丁 [ ml kl ]
帅	{归左}巾 [ ng ml ]
帆	巾几丶 [ ml mg y ]
帇	彐巾 [ vh ml ]
师	{归左}一巾 [ ng k ml ]
帉	巾八刀 [ ml w co ]
帊	巾巴 [ ml vn ]
帋	{卬左}七巾 [ q ag ml ]
希	㐅ナ巾 [ wy s ml ]
帍	户巾 [ pv ml ]
帎	巾冖儿 [ ml pp qg ]
帏	巾韦 [ ml jc ]
帐	巾长 [ ml ha ]
帑	女又巾 [ xk vy ml ]
帒	亻弋巾 [ r ay ml ]
帓	巾一木 [ ml k d ]
帔	巾皮 [ ml vv ]
帕	巾白 [ ml rn ]
帖	巾⺊口 [ ml lg b ]
帗	巾ナ又丶 [ ml s vy y ]
帘	穴巾 [ pw ml ]
帙	巾{丿二}人 [ ml tj wg ]
帚	彐冖巾 [ vh pp ml ]
帛	白巾 [ rn ml ]
帜	巾口八 [ ml b w ]
帝	{立上}冖巾 [ yu pp ml ]
帞	巾丆日 [ ml s n ]
帟	亠{亦下}巾 [ y wr ml ]
帠	臼巾 [ rj ml ]
帡	巾䒑廾 [ ml uk f ]
帢	巾合 [ ml wb ]
帣	龹巾 [ uj ml ]
帤	女口巾 [ xk b ml ]
帥	丿㠯巾 [ t v ml ]
带	{带上}冖巾 [ f pp ml ]
帧	巾⺊贝 [ ml lg mw ]
帨	巾兑 [ ml uq ]
帩	巾⺌月 [ ml iw q ]
帪	巾辰 [ ml sj ]
師	丿㠯一巾 [ t v k ml ]
帬	彐丿口巾 [ vh t b ml ]
席	广廿巾 [ ys fk ml ]
帮	丰阝巾 [ hl c ml ]
帯	丗冖巾 [ fk pp ml ]
帰	ソ彐冖巾 [ u vh pp ml ]
帱	巾{邦左}寸 [ ml hl gy ]
帲	巾丿一ナ丿干 [ ml t k s t fl ]
帳	巾長 [ ml ha ]
帴	巾戈戈 [ ml at at ]
帵	巾宀夕㔾 [ ml pg qy c ]
帶	廿儿冖巾 [ fk qg pp ml ]
帷	巾隹 [ ml rl ]
常	{赏上}巾 [ ip ml ]
帹	巾立女 [ ml yu xk ]
帺	巾其 [ ml fh ]
帻	巾龶贝 [ ml hl mw ]
帼	巾囗王丶 [ ml bg h y ]
帽	巾冂二目 [ ml m jg m ]
帾	巾者 [ ml jn ]
帿	巾亻ユ矢 [ ml r v ts ]
幀	巾⺊貝 [ ml lg mw ]
幁	巾頁 [ ml sw ]
幂	冖日大巾 [ pp n sy ml ]
幃	巾{五下}口㐄 [ ml v b tj ]
幄	巾尸至 [ ml vt aj ]
幅	巾一口田 [ ml k b nb ]
幆	巾日勹㇗人 [ ml n q x wg ]
幇	土土寸巾 [ j j gy ml ]
幈	巾尸䒑廾 [ ml vt uk f ]
幉	巾廿㇗木 [ ml fk x d ]
幊	巾工貝 [ ml jl mw ]
幋	舟殳巾 [ eu mv ml ]
幌	巾日⺌兀 [ ml n iw sx ]
幍	巾爫臼 [ ml w rj ]
幎	巾冖日亠八 [ ml pp n y w ]
幏	巾宀豕 [ ml pg se ]
幐	月龹巾 [ q uj ml ]
幑	彳山一巾攵 [ eg mx k ml tw ]
幒	巾{囟框}夂心 [ ml rb tw pu ]
幓	巾厶厶厶人彡 [ ml xy xy xy wg e ]
幔	巾日罒又 [ ml n mn vy ]
幕	艹日大巾 [ f n sy ml ]
幖	巾覀示 [ ml dg ji ]
幗	巾囗戈口一 [ ml bg at b k ]
幘	巾龶貝 [ ml hl mw ]
幙	巾艹日大 [ ml f n sy ]
幚	丰阝白巾 [ hl c rn ml ]
幛	巾音十 [ ml yn fg ]
幜	巾日亠口小 [ ml n y b iw ]
幝	巾口口日十 [ ml b b n fg ]
幞	巾业{菐下} [ ml nu uh ]
幟	巾音戈 [ ml yn at ]
幠	巾𠂉{無中}灬 [ ml tk fk ow ]
幡	巾番 [ ml wn ]
幢	巾立日土 [ ml yu n j ]
幣	丷冂小攵巾 [ u m iw tw ml ]
幤	⺌冂口攵巾 [ iw m b tw ml ]
幥	巾{赏上}手 [ ml ip tg ]
幦	尸口辛巾 [ vt b yf ml ]
幧	巾口口口木 [ ml b b b d ]
幨	巾⺈厂八言 [ ml qv s w y ]
幩	巾十廾貝 [ ml fg f mw ]
幪	巾艹冖二{豕下} [ ml f pp jg se ]
幫	土土寸白巾 [ j j gy rn ml ]
幬	巾士乛工一口寸 [ ml j v jl k b gy ]
幭	巾艹罒戊丶 [ ml f mn at y ]
幮	巾广士口䒑寸 [ ml ys j b uk gy ]
幯	巾⺮{即左}卩 [ ml t vq c ]
幰	巾宀丰罒心 [ ml pg hl mn pu ]
幱	巾門一{柬中}小 [ ml up k mn iw ]
干	干 [ fl ]
平	一{伞下} [ k uk ]
年	𠂉{年下} [ tk tj ]
幵	一ナ干 [ k s fl ]
并	䒑廾 [ uk f ]
幷	丿一ナ丿干 [ t k s t fl ]
幸	土{幸下} [ j uj ]
幹	十日十人干 [ fg n fg wg fl ]
幺	㇜厶 [ x xy ]
幻	㇜厶㇆ [ x xy c ]
幼	㇜厶力 [ x xy ct ]
幽	㇜厶㇜厶山 [ x xy x xy mx ]
幾	㇜厶㇜厶戈人 [ x xy x xy at wg ]
广	广 [ ys ]
庀	广匕 [ ys x ]
庁	广丁 [ ys kl ]
庂	广人 [ ys wg ]
広	广厶 [ ys xy ]
庄	广土 [ ys j ]
庅	广丿厶 [ ys t xy ]
庆	广大 [ ys sy ]
庇	广匕匕 [ ys x x ]
庈	广人丶㇇ [ ys wg y v ]
庉	广一凵乚 [ ys k xl x ]
床	广木 [ ys d ]
庋	广十又 [ ys fg vy ]
庌	广牙 [ ys al ]
庍	广斤 [ ys ek ]
庎	广人{介下} [ ys wg r ]
序	广予 [ ys vc ]
庐	广户 [ ys pv ]
庑	广一尢 [ ys k sx ]
庒	广土丶 [ ys j y ]
库	广车 [ ys af ]
应	广{佥下} [ ys ik ]
底	广{卬左}七丶 [ ys q ag y ]
庖	广包 [ ys qv ]
店	广⺊口 [ ys lg b ]
庘	广甲 [ ys np ]
庙	广由 [ ys no ]
庚	广彐人 [ ys vh wg ]
庛	广止匕 [ ys ll x ]
府	广亻寸 [ ys r gy ]
庝	广夂⺀ [ ys tw u ]
庞	广龙 [ ys st ]
废	广乚丿又丶 [ ys x t vy y ]
庠	广羊 [ ys uh ]
庡	广亠𧘇 [ ys y q ]
庢	广至 [ ys aj ]
庣	广{軣下}儿 [ ys o qg ]
庤	广土寸 [ ys j gy ]
庥	广亻木 [ ys r d ]
度	广廿又 [ ys fk vy ]
座	广人人土 [ ys wg wg j ]
庨	广耂子 [ ys jt ck ]
庩	广余 [ ys wt ]
庪	广扌十又 [ ys g fg vy ]
庫	广車 [ ys af ]
庬	广尤彡 [ ys sx e ]
庭	广廴壬 [ ys c tj ]
庮	广酉 [ ys dk ]
庯	广甫 [ ys du ]
庰	广䒑廾 [ ys uk f ]
庱	广土八夂 [ ys j w tw ]
庲	广木人人 [ ys d wg wg ]
庳	广{卑上}十 [ ys rb fg ]
庴	广龷日 [ ys fk n ]
庵	广大日乚 [ ys sy n x ]
庶	广廿灬 [ ys fk ow ]
康	广彐氺 [ ys vh io ]
庸	广彐月丨 [ ys vh q l ]
